label,text
1,ere hainbat eta hainbat herri salaketak ikusiko dituzu
0,ere plaza bete entzun irrikaz
2,erreskatesozialan aldaketan badagoaukeran
1,eskumari inoiz ez zaizue interesatu pentsamendu kritikoa bultzatzen duen unibertsitatea askeago egiten baikaitu
1,estekarik lortzen baduzue pasa mesedez
1,galdutan eta betikotasuneann sorpresa ederran alaitasun pixka bat motel
1,herri eta proiektua azaltzen
1,irabaz nola ez
1,euskal herri nazio izaera errekonozitzen dio murtziatik hitzegingo balu bezala
2,ordezkoa dela esaten duenean faltsukeriatan dabil gogoratzen
1,lagunekin urgull
2,txio bakar ere ez egiteko zein izan izan arrazoianeuskaraz izan
2,ngaur ere alde mugarik gaben
0,zer izan gertakari hau
1,iraganari ikusbegia
0,orain hasiko dute programa izango izan lehen gonbidatua
2,oso eskasa argudio eta proposamen berberak errepikatzen sinesgarritasun gutxi
1,patronizing denboraoro eta jarrera horri laguntzekoaurkezlearen laguntza osoa berarentzako azken hitz beti
0,esan du gobernagarritasunetik kanpo egon behar duela
2,oso ondo hitzegiten
2,regenerazio politikak laguntzea baina dela zaharra orretako dozue eta ez psn
1,unibertsitate pribatuen alde egin eta ez unibertsitate publiko euskaldun baten alde
2,unibertsitatearen helburua ere bada pentsamendu kritikoa bultzatzea ez soilik produkzioa
2,lanpostu publiko eta pribatun soldata minnhko lan
1,izan baina zer ostia zorionak egin lan
2,nabaria izan hauteskunde hauetan bilduren arerioa bozken borrokan dela ugari pspili aurka ezker abertzalearen alde
0,nabarmena urte egon dela euskal telebista euskara bikaina hautagaien artean onena
0,nafarroan ezin ikusi edo arazo baina badirudi oso neutral jokatzen ari direla batez ere alde
1,nafarroan uxue barkosek garbi esan du nafarroako gobernu batura funtzionatzen duela euskadi zergaitik ez
0,nafarroatik ere herri egiten ari gara biba zuek
1,nafarron bat ere bertan izango gara miribilla bete
1,nahi edukin etorkizunari begira
1,nahi dut eskuaraz bizi iparraldekoa izan nahi duzuen ala ez herri hunen semea izan dretxoa dut eskuaraz bizitzea
1,nahi dut gipuzkoa eta ez ezkerrik
0,nahi duzue programa ezagutu nahi dezutenean elkar gara eta aztertzen ditugu neurriak
0,nahiago nuen irrifarrik egiten ez zueneanrobot bat zirudienbaina ez zuen teknokrata sadiko bat ematen
2,nahiago nuke eta bere alde boto bat bera ere ez lortzea bideo hori benetan nazkagarria izan den
1,nahiko lan badute barruan bazterrak geio nahasteko barruan preso askok ez dakite nork
1,nahiz eta hor ez egondoro ona ikus daitekebaina gauza bat argi dago zu izan etorkizuna
2,nahiz eta kale egon exer egin gabe ez digute bakean usten
0,nahiz eta nornorkaren erabilera kaxkarra izan euskara administrasioan bain
2,izan eta oso urruti egon ingelesez azaldu eta azalpenak bost minutu behar dituen
1,nan egoera aurredemokratikoetan hainbeste aldiz eskatzen diguten herri hontanesaldi bereziki mingarria
0,naskanerasotzaileak gutxi dira eta erasotuak asko hauteskunde emaitzetan ikusiko den lotu zure zakurraknn
0,natalia rojo baina askoz hobea izan ezta
2,nazioarteko topaketa ekosozialistak
1,nazioen federazioez ari izan estatugintzaz ezer ez euskal estaturik ez du kontenplatzen
2,nazka nazka egin nago erdaldun elebakar militanteekin mila esker
1,nazkagarri berriz ere gaztek ezagutu ditugu zure txakurren moduak baina kale eta baita komisaldegiet
2,nazkagarria izan hauen hauteskunde benetan horrrelakoak daude laguntzen gobernu
0,nazkagarria eta lotsa handia ematen dira zuei bideo jende askori iraindu diogu
0,nazkagarria euskara konfrontaziorako erabiltzea akordio behar dira zertan gabiltza
2,nazkagarria iraingarria eta mingarria
2,nazkagarriak
2,nazkanpseeek euskara inguruan egin bideo batek haserrea eta nazka eragin ditu
0,bai horixe
1,basurto ospitaleko kafetegian oraindik euskara baztertzen izan
1,nekazariei programaren berri eman die
0,enplegu sortzea izango izan alde sozialistaren lehentasuna baina ez edozein enplegu enplegu duina baizikn
0,entzun musika lasai hausnarrean zabiltzan bitartean
1,nire botoa egin besarkada munduko beste puntatik independentz
0,nire uztez txar
0,neskerrik asko asko matentxarra q esan duzu cat du despoiled unilateral ibilbidea ez izan dene erabilera nbidegabeko
0,nestado plurilingü euskadi elebidunanweb orrian ezagutu gure programa gastelania hutsez
1,netorkizunaren trena hartzeko prestn
0,neu ere banabil irakurtzen behintzat ikasi dutn
0,neurri efektiboena bultzatutako legean jasotako etxe eskubide subjektiboa bermatzeann
0,neurri zehatzak konpromisu zuzen gure erronka industriaren pisua areagotu bultzatu
0,ez izan inoiz nahikoa izangoahalegin bat gehiago egin dezagungu geoi eta gizarteari zor diogu hemen eta orain negun on
0,ez ditut nik sinonimoak legez ikusten kontserbadore asko oso erradikalak dira eta baina tira
0,ez du proiekturik ez industria ez idi ez unibertsitaterakonzuen ikerlarien ideiak aurrera eraman behar prest
0,nezingo ditugu bozkatu eta baina zenbat disfrutatu edukin gaur biei entzun
0,gabon eta muxu handi bat zuretzat
1,gaur ehu leioann
1,gero eta sendoagoa denborak manejatzen eta gaiak eztabaidara bueltatzen parte hartzen duen bakoitzean galtzen izan
2,gure eskumenak aprobetxatuz hezkuntza alineatu behar eduki industriarekin eta ditugun baliabideak aurrera eramann
1,hautagaia idazten izan hiztegian begiratzea besterik ez zeneukaten
1,horrela baiagur joan
1,horretarako ohorea zer den jakin behar izan
2,ni ere koa izan
2,ni ez izatearekin konformatzen izan
1,ni ezezaguna galdera ezaguna zu ezaguna eta zure erantzun ezezaguna
2,ni irrikatzen nago barne sailburu berria izen jakin baten bat okurritzen zait
0,ni nafarroari buruz
1,ni izan ala elkar sistema hau kopiatutako ideia izan
0,ni izan euskadiko alde sozialista dixit ikearriyak botatzen
0,ni oso lasai batez ere nire kontzientziarekin
0,txarto goaz euskara ez dakien lehendakari batekin
2,ni ziur nago guk asmatzen edukin bakoitzean zuek tristetzen zaretela
2,nik
2,nik bozkatu dut
1,nik babestu zer esaten ari izan
2,nik behingoz sartzeko gomendatzen diot
1,nik bozkatu nahi dutaitak aukera hobea dela dio zer egin dezaket
2,nik bozkatu dutenak eta ez dutenak errespetatzen ditut horixe soilik milesker halere
2,nik emana dut duela ordu asko ibai
1,nik ere eztabaidan ikusi nahi nuen nhonetarako ere beharko eduki
2,nik ere garbi dut gora
1,nik ere salatu dut iragarkia gorrotoa sustatzeagatik elebidunari gorrota elebakarra biktima gisa hartuz
0,nik ere
2,nik euskara ez bezala berek gaztelania guztiz bermatua eduki organismo publiko guztietan
1,nik ez ditut irensten ikusten plazetan salatzen eta telebista dialektikoki emakume trebeak bidalzen
0,nik ez dut ezagutu eko bere lan politiko euskara jarduten den kargo publikorik
1,nik helburu gisa jarri nuke frantsesa hitz egitea eta utopia gisa idaztea
2,nik hemendik alde egitea opa diet gure kultura eta herri guztia iraintzeagatik
2,nik iganderako argi dut
1,nik ikusi dudala errepidean ere badabil p
2,nik oso urduri ikusi dutgauza asko esateko irrikaz aukera aprobetxatzeko grina gehiegiz bezala eta berriz oso erraz
1,nik emango diot bozkatu baina gaur irabaz du eta irabaz ditu hauteskunde argi
1,nik uste esanen erreferentziak emanda daudela programak batzar eta autog txostenak euskal bidea berria
2,nik uste nahita gelditu dela maila horretan posizio politika dun
0,nik uste sortu prest dagoela iraganaren irakurketa kritikoa egitekoprest daude eta estatuaren biolentziaz egiteko
1,nik zirrara sentitu dt argazkiak ikustearekin soilik eta biok zer sentitu eta sentiaraziko zenuten
2,nikusi dut ez edukila galdetegia bete sentitzen dutnbaina software askea erabiltzeaz gaininstituzioetan ere bultzatzen
1,ninguno soy menor
0,nire aita zer ilusio egin didan aurrera eta eutsi gogo
0,nire ama hizkuntzan bizitzerik ez eduki nazkatuta utzi nauzu
1,nire amak esan daben moduen fraile bat izan
1,nire ametsa eta nahia euskadi nire mailako txirrindulari probetan parte hartzea besterik ez izan zergatik
0,nire askatasuna bukatzen izan euskara bizi nahi dudanean eta besteak beste nire herri unibertsitatean ezin dudanean
2,nire bihotz gartzeletan dago senideekin
2,nire botoa
0,nire botoa badoa egin barre irabaz eduki eta
2,nire botoa eduki
1,nire etxe euskaldun endogamikoek euskara katalanez gaztelera eta euskara hitz egiten dute
1,nire hizkuntzan artatu nazatela aldarrikatzen dut espainia konstituzioan eta estatutuan jasota dagoen lez
0,nire irabaz izan izan gauzak argi eta garbi azaltzen eta proposamen
2,nire irudimena izan edo izkin egin dio larrion erantzun mas empleo mas empleo eta prekarizatzem duten bekak aipatu
0,nire kasuan errazagoa zait idaztea hitz egitea edo haiek ulertzea baina
2,nire lehenengo ezin hobea
2,nire saltsetan baina ez
2,nire soldatarekin ezin izan emantzipatu baina egin barre irabaz goaz eta zer irabaz ez dakitn
2,nire susmoa izan ala bildu ezkutatzen ari izan
0,nire talde irabaz goaz
1,nire ustez besarkada baten faltan daude koitauak
0,nirekin bizi denaren aurpegi berbera eduki
1,niri ere jakinda zerrendaburua dela ez lehendakari hori izaten jarraitzen du
2,niri hau erantzun didate iukoak
2,euskara oso ona
0,jende entzun erakundeak behar ditugu osakidetzan adibidez
0,lehentasuna
2,gabon zorte on
2,borrokan jarraitu behar eduki azken presoa ekarri harte maitasuna ezin dutelako kartzelatu
1,euskara batzen ditu eta alde
1,gipuzkoa ere gazte jende gurekin badakite non dagoen etorkizuna
0,horregatik eta erridikulua egiten ari dela
2,nik nahi nuke esan pare
2,orain plaza berria prest
2,norabait neurtzen ari izan zenbat minutu ematen dizkion esatariak bakoitzari iruditu ematen diola hitz etengabe
1,eta euskaldunen aurkako bi bideo egin dituztenn
0,hirukote traidore bat zarete
0,dena zaborra
1,ez
2,nobela grafikoari esker egun komikiaren inoizko garairik onena den
2,noiz arte egin dezaket posta bidezko botoaren eskaera
1,noiz etorriko izan oreretaraino
2,nola eragingo dio bilduri inhabilitazioak
0,nola errespetatu bide legalak legea zure kontrara etengabe manipulatzen dutenean
2,nola esan daiteke gure ekonomia ez dela leihakorra gure enpresak munduan daude babesa eta bultzada behar dute
1,nola ez bilduko kideari moztu hitz emoteko lotsagarri
0,nola hori ez izan ahaldun baten egin
0,nola konparatu dezakezu espainia espainia erabaki eskubidea ukatzen duenean
1,nola kudeatuko duzue osasuna
2,nola moldatuko gara
2,nolako bikotea zuek izango zarete gure etorkizuneko gidariak eutsi gogo campeonas
0,nolako enplegu orain artekoa prekarioa gaizki ordaindutakoa nenplegu duina behar eduki proposatzen duena
1,non
0,non dago
1,non uzten dituzu inbestigaziorako inbertsioak nnoiz kezkatuko zarete zientifikoengann
1,non zegoen euskaltegian ergatiboa azaldu zutenean buffff
2,nondik atera dzu hori ereñat ikusi dt eko puntuazioa dutn bakar etadirela puntua daitke ezagutzn ez dena
0,nor izan katalanei aholkuak emateko ez baditu babestu nahi gutxienez isilik gera dadila
2,nor ote izan fidagarriena gure interesen defentsa nork bermatuko du nik argi eduki zer
1,norberak daki non den bere tokia nirea behintzat maitatua naizen horretan dago
1,norekin adostu nahi ditu gauzak gehiengo sindikal eta gizarte mugimenduekin harroputz galanta izan
1,nori zuzendua izango izan baina orain arte modu batean edo bestean dinamikan parte hartu edukinon artean egin
0,nork esaten du gazte ezaiela politika interesatzenngazte iean bozkatu
1,arau eta arau zurrunak gorabehera hizkuntzek zorionez bizirik diraute
0,arau eta arau zurrunak gorabeherahiztun errealen eleek gaitzerdi bizirik diraute
2,normala niri ere baina askotan
0,arauetaz gain hizkuntzek bizirik diraute
0,nortzuk egin dute itsasontzi hura langile baten galdera
0,gezurra esan zuen
1,gaur ikusiko gara
2,noski bada
1,noski baietz baina uste nuen bertan disimulo pixkat gehio izanen luketela
0,noski baietz hurrengo gobernu euskalherrian dena balio du esker abertzalearen kontra
0,noski ez dela inor atzean geratzen aesen kasuan udalek jarri dutelako jarri ez duen dirua
1,noski ez dela inor atzean geratzen aesen kasuan udalk jarri dutelako jarri ez duen dirua
2,noski herri txikiak indartsuak garela eta
0,noski hobea behar dela eta guztion erronka izango dabaina onartu behar duzu agiak ez zituela helburuak lortu
1,gu bozkatu
0,egin proposamen bat ulertu du
2,on edo urduri jarri ari izan edo baina ez izan aurkezten
2,handia izan
0,desmontatzeko zera galdetu egin behar zaioin dependentziari buruz zein izan zure iritzia
0,esanetan alabak dituzten emakume ez dute laguntzarik jaso behar soilik semeen amek
0,ordezkariak hedabideetan gaur goiz emakume
2,sentitzen dut baina euskal presoak etxe egon behar dute senidekin eta kittoez kartzelan
2,iragan gabeko pertsonak dira
0,elkar ahal edukilako
2,zaindu maite duzun herri hori
2,non dago kamara eta azken textu ez kohesionatuapili txarto
1,zarautzen izan gara
1,oarso bidasoko gazte bozkatu nbideoa
1,oarsoaldeak sufritzen duen utzikeria instituzionalaren aurrean plan integral bat abiatzeko konpromis
2,oarsobidasoan argi edukingazte bozkatu bildunegin barre eta herri goaz
1,obra gelditzea onuragarria liteke ekonimia arloan miloi gastatu eta gero
2,oharra normalizazioa erdiesteko epeak zehazteko bideo
2,ohera noa
1,ohore bat izan izan hain gertutik ezagutu eta bere energia guztia jasotzea
2,euskaldun zintzoa
2,oinak begirada eta burua katalunian iraila ditu gaur eta
0,oionera heldu gaur talde
1,ojalá
1,ojiplatika geratu gara batzuk mesedez autoriak errekonozitu
1,ondo argi eduki independentziaren alde aukera bakar izan ehren alde
2,film hori gustatu zait
2,oker noalan baina kontrako norantzan
2,osasun zentroan ere euskara baztertu eta beraren hizkuntz araudia urratzen den
1,olarizu egun ere
0,olatu independentista bertan izango izan
0,olatz peon babes soziala lehenetsi egin du legealdi honetan gobernu
2,guapoa izan
1,ollotoki polit
0,ona ez dakit baina bitxia baina
0,ona danontzat orekatu izen den herri bat sortu nahi doguleko emon botu ehbildui
2,onartu behar izan dela urte baina gehiagotan bere ideologia aldatu ez duen alde bakar
1,ondarrun domekan eguerdian einddako mosaiko erraldoiaren bideo
1,ondarrun ere izan eduki dj lan
1,ondarrun topera
2,ondo baina bere izen izan mila esker
2,ondo ibili eta agur bero bat beti jelpean
2,ondo laburtu duzu muina
0,ondo legoke iraganaren irakurketa kritikoa egin eta ezker abertzaleak esango balu erahiltzea gaizki egon zela
2,ondo rgiaren eraldaketa proposatuz emakume monomarentalak bezalako kolektibo berria zabalduz
1,ondo ulertu dizut baina segidan ikusi ditut zurea eta besteena eta txioa ia automatikoa izan izan
1,ondo datuak mahai gainean jarri besterik ez dago konformismorik gabe baina egin denaz azalpen zehatzak emanez
1,ondorioz dezima batzukin zer ezberdintasun
1,ondo etorri
2,ondo hasten dute batzuk kanpain
1,ondozatea izan gure etorkizuna akordio bitartez eta bermeaz erabaki
2,orain
1,orain egun argi dutenek eta gaur erabaki dutenek denek berdin balio dutelako merezi duelako hemen bozkatu bildu
1,orain argi dago euskal hiztunok bigarren mailako herri jotzen gaituztela
1,orain arteko kudeaketa borobilari jarraipena emateko hurrengo lehendakari berriro ere zure botoa
2,orain badakigu zergaitik baina ez eztabaidatzea erabaki duen
2,orain burutik atera ezin dudan galdera izan telebista eztabaidaetan egongo izan
1,orain egon garabihar ere bain
2,orain hilabete batzuk seaskaren alde gaizki esaka entzun nuen anderea botanikadonostiannari izan ari denez ardilarrua kentzen
1,orain lehentasuna suspertze ekonomikoa izan enplegu gehiago eta hobea lortzea
0,oraina eta etorkizuna garelako gazte
2,oraindik ez dago erantzun
1,oraindik ez dut ulertzen zer dela eta sartu den pzabala hautagai izateko ataka honetan badirudi amaitu dadila pentsatzen dabilela uneoro
2,oraingo erronka izan industriako bpgaren iristea konpromisu euskal industriaren sinonimo dira enplegu egonkorra eta kalitatea
1,oraingoan bere bideo eta
2,oraingoan txalo bero bat zuzen eta argi euskara inguruan
2,oraintxe bertan albiste moduan iragarki txukun inpaktante eta inpekablea
1,oraintxe bertan ser irratian politikan aditua omen den batek joksi esan dun
0,ordainduren aldarria parlamentora eramateko konpromisu hartu du euskadi
