,label,text
2821,0,barri ugari gure webean radarrik ez arrazoiaktxorierriko eta zamudioko ekitaldiak programa
2822,1,barri ugari webean radarrik ez arrazoiak txorierriko eta zamudioko ekitaldiak programa
2823,2,bart gaueanhasi eduki kanpain iraila bertan eduki berriz lehendakari
2824,0,basauriko udalaren euskara batzordean ordezkariak gaztelera mintzatzera behartzen gaituen uneak gogorarazi dit penagarria
2825,0,baserri azokan leaartibai
2826,1,baskongadoa
2827,0,basque industry izen du gure estrategiak abiadura bakar nahi eduki garapenean
2828,0,basque industry zabalduko eduki euskal enpresek mundu teknologikora egoki
2829,1,bastards
2830,1,bat egiten eduki egiten dituen eskaerekin eskoletako jangeletan eredua aukeratzearen alde
2831,1,bata eta bestea izan diñozu edo beste zeozer
2832,0,baten ordez hiru ez milaka eta milaka gara
2833,1,batez ere baina baita daramaten taktika malgobernuekiko lar kondeszendiente izan bapez destituyente
2834,1,batzoki baino hospitale gehiago nahi dutela esatean ez dute pentsatu zenbat batzoki dauden xd
2835,0,batzuei ahoa bete zaie argi eta etxe kontuan zer bakar sortu eta bermatzen du
2836,0,batzuei entzundakoa entzun eta geroze ederra zuek entzun eta
2837,1,batzuek ezetza geuk beti baietza erabili eduki lortzeko igandean guztion botoa rena beharrezkoa izan bozkatu
2838,1,batzuen ustez hauteskunde begira erabiltzen ditu preso politiko zorionez argi dute
2839,0,batzuen zoritxarrerako gazte bozkatu dutenn
2840,0,batzuentzat euskara arazo izan monolinguismoa ignorantzia maite dute rentzat aberastasuna izan
2841,0,batzuk ehn etsaia zein den tronpaturik ez izan sortu ezta ere etsaia estatu espainia zein jelautonomistak dira zer tropa
2842,2,batzuk esfortzu handiak egin dituzte bildu gutxiesteko baina indartsu gaude eta larunbatean erakutsiko eduki
2843,1,batzuk euskara buruz astakeriak esaten ari diren bitartean eta mamiaz ari dira
2844,2,batzuk gorrotoa sustatu nahi duten bitartean guk eraiki eduki cc
2845,0,batzuk kanpain proiektu eta asmo barik besteok leloarekin proposamen ez konpromisu azalduz
2846,0,batzuk zatiketa eragin nahi dute bozkatu bila guk munduko leku honetan eraiki nahi eduki
2847,1,batzutan badirudi eztabaidan ez dagoela ahalik eta gutxien agertu hobea beraientzat horrela gauza gutxiago azaldu behar
2848,1,bazenekien hurrengo astelehen ekitaldia burutuko duela norain badakizuneta gauean hizlariaen izen esango ditugu
2849,0,bazenekite zelako sumina eragin duzuen zelako higuina eragin miserable hutsak zarete bideo demostratu du
2850,0,bazterketa esklusioa borrokatu behar eduki herri bila eta proposamen ditugu
2851,0,bazterketa eta zapalketa ekarri duena zuen elebakar politikak izan dira euskaldunok euskal herri euskara bizi nahi eduki
2852,0,baztertu egin dute agian
2853,2,baztertutako familiei laguntzeko rgiak asko du hobea orientazio laboralari dagokionez
2854,2,becerra energia berriztagarriak eta garbiak defendatzen ditugu herri aurrean
2855,2,begira entzun modan jarri duzu has zaitezke ideiak patentatzen
2856,1,behar den guztia
2857,1,beharbada ez zera erabat identifikatua sentitzen baino bozkatu animatzen zaitur
2858,2,beharbada horiek eredutzat hartzeagatik ni hitz egiten dut bezala hain ondo edo gehiago pentsatu eta ez matrikulatu
2859,2,beharbada zuek funtzio publikoan lan egiteko nahiago duzue beste bidé hau ezta
2860,2,beharrik ahal bezain hautetsi lortuko dituzuen gu hiltzen ez uztekonbozka
2861,2,behin betirako bakea subiranotasuna eta gizarte justizia dira egun gizarteari aurkezt
2862,0,behin eta berriz errepikatzeagatik ez duzu egi bihurtuko hori animo kanpain eta
2863,0,behingoz indarkeria matxista entzun dut aupa eta bestaldera begira
2864,0,behintzat euskara ez dute gaizki egin
2865,0,belen arrondo hezkuntza akordio zabal bat oinarri euskal hezkuntzaren lege ber
2866,1,belfastetik ere barre egin lehendakari
2867,0,benetako bedintasuna aldarrikatzen eduki ez bakar legezkoa
2868,1,benetako doakotasuna ez dirua itzultzea azterketa gainditu ostean
2869,0,benetan diot ez izan hautagai zona pena
2870,2,benetan eta hezkuntzan lan egiten duzu ezjakintasuna goraipatzen
2871,1,benetan ez litzateke hobea proposamen sendo trinko eta posibilista bat egitea mediku irakasle euskaldunak lortzeko
2872,2,benetan harrituta onerako ekin zorionak lehendakari gai gehiago dago bildun beste guztietan batera baino
2873,2,benetan lotsagarri bideo hau argi uzten du bere jarrera euskara
2874,1,benetan lotsagarri eta hauek dira bazkide izango direnak
2875,2,benetan marko demokratikoa posible dela uste duzuedo ps horren alde aktibatu daitezkela
2876,2,benetan zertan dabil ez ditu galderak entzun idatzi diona irakurri behar auzolotsa
2877,0,benetan utziko diogu gobernu ustel eta ezgai bati euskaldunok nola bizi behar edukin agintzen
2878,2,benetan zikina euskara eta euskaldunen kontra gorrotoz egin duzuen bideo denak ez du balio politikan
2879,0,bueno amaitu izan buletin ofiziala gaur egun hitzik ez eebben eraso bortitzaz sirian daesh lagunduz
2882,1,berak ere kopiatu du eskoziatik
2883,2,beraz eta bilduk berdina nahi dutela diozunean ez zaude egia esaten eo eztakizu zer dion bakoitzak
2885,0,beraz fokusen arabera araban bozkatu ez baeduki eserlekua ciudadanosentzat eta bizkaia beretzat
2886,2,berdintasuna ez izan posible egoera minorizatuan dagoelako euskara
2887,2,berdintasuna kirolean eta itsasoko emakume egoera berezia ere agertzen dira egitarauan
2888,2,berdintasunean eraiki herri aske eta solidario eraiki eman botoa
2889,2,bere betiko papera bete ordena eta ezker abertzalea iskanbila
2890,2,bere emaitzak hobea ez dituen bitartean inoiz ezingo du gainditu independentismoak herri hirietara
2891,2,bere nortasuna eta baloreak kartoizko zati batean sartzen dira
2892,2,bereziak gara osatzen edukin guztiok eta gure proiektuanmugimendua gara letra larrizn
2893,1,bergaran denoi ilusio pizten ezin diogu haiengan bakar ardura uzten danok ilusio biderkatzera
2894,0,bergaran kanpain ekitaldian
2895,2,bergaran zoriontsu egin eduki euskal herri
2896,2,bergatik països catalans gure indarra gure elkar lagun
2897,2,bermatzen eduki pertsona bakoitzeko osasun gastu publikoa euro bataz bestearen gainetik mante
2898,0,bermatzen eduki pertsona bakoitzeko osasun gastu publikoa euro bataz bestearen gainetik mantenduko dela
2899,2,bermeoko mitiñ entzun
2900,0,bermeoko jende ugari
2901,0,berobero jarraitzen dute aipamenek kontsulta ezazu hauteskunde termometroa
2902,2,berri horren aurrean eta zer dute esateko non dago orain inposizioa esadazue
2903,0,berri pozgarria inondik ere igandean behagarri izan dadila otoi
2904,1,berriro
2905,1,berriro ere karpa txiki geratu izan indarra eta ilusio ez eduki faltangora
2906,1,berriro ere ekitaldian karpa txiki ilusio eta borrokarako gogo herri herri
2907,1,berriro ere zentrala
2908,0,berriz bozkatu ezinik ekainean ez ziren bozkatu iraila ere ez noizko hautes era modernoa atzerrian gaudenontzat
2909,2,berriz bozkatu ezinik ekainean ez zitzaizkidan bozkatu iraila ere ez noizko hautes era modernoa atzerrian gaudenontzat
2910,2,berriz bozkatu ezinikekainean ez ziren bozkatu iritsiorain ere eznoizko hautes era modernoa atzerrian gaudenontzat
2911,0,berriz ere betikoan erortzen ari dari eskua luzatu ezetzdialektikoki lepora egurradependentziasindromeak amatatuko gaitu
2912,0,bertan egongo gara aurrera euskadi
2913,2,besarkada bat rafarentzat
2914,1,besarkada sendoa askatasunagatik borroka egiten duzuen guztietara
2915,1,bestalde bilduren arabera euskal herri ez du nafarroa garaia barne
2916,0,beste batzuk kale nahi dutela esaten dute eta aldaketa nahi dutenak hori entzun nahi dute
2917,0,beste eztabaida desberdin bat ikusi duzu
2918,2,beste denen jo puntu
2919,2,beste plaza gainezka proposamen entzun eskubide sozialak eta nazionalak borrokatzera
2920,0,besteak beste mundu globalerako saltoak derrigor espainia pasa behar duela uste dutelako
2922,1,besteei askotan moztu ondoren moderatzailea ixilik guztiok eduki hitz
2923,0,bete baldin bazuen apustua arrakasta handia izan dabesteek gauza bera esan ahal izango dute
2924,0,bete dezagun milaka irriekin
2926,0,bete hasi izan jende sartzen ngazte asko gaur bilbonnaupa
2927,1,beti aurrera
2928,0,beti berdina zergatik gertatzen den galdetu ordez beti aukeratutakoa aldatzeko aukera izan
2929,1,beti bezala murrikteraren alde eta bitartean aberatzeei laguntzennlotsagarria
2930,1,beti bezala unibertsitate publikoa bere interesentzat erabiltzen eta ezer egin gabe ehu guzt
2931,1,beti egoten dira arrazoi ideologiko sakonak bozkatu
2932,0,beti egoten dira arrazoi politikoen sakonak bozkatu
2933,1,beti ez azken aldian flojo ibili gara
2934,2,beti gainditzen dituzte nire espektatibakn
2935,1,betiko leloa
2936,1,bezalako egoerak inoiz gerta ez daitezen ezinbestekoa izan neurriak hartzea berehala
2938,0,bi aukera daude igandean madril bizikleta estatikoa ala nik argi eduki barre batekin
2939,1,bi aukera ditugu edo geldi egotea edo bide egitea aurrera egitea hautua aurrera egitea izan
2940,0,bi gehiengo posible daude ietik aurrerana bildu nb aukeratu behar du zer
2941,2,bi herri batn
2942,2,bi hitz inkestei buruz joera ona baina tentu handiz horregatik mobilizazioa eta mobilizazioa
2943,2,bi hizkuntzak dakizkitenak endogamikoak askok edo erdaldun elebakarra bazea kosmopolitakosmopaleta
2944,2,bi urte denbora oso gutxi dela emaitzak lortzeko lan hau egin egon beharko luke baina hori beste asunto bat izan
2945,2,biak dute erdian eta ez dira aldaketa estrukturalaknagian obe diona
2946,2,biak egin ditzaket ezta baina ez zait batere objetiboa iruditu
2947,1,bidali zure galderak gaur eta rek erantzun dituzte
2948,2,bidasoaren alde bateko eta bestekoakver traducció
2950,0,bide batez eta onartu behar izan atzo aritu izan zenbakien zuzentasunarekin duen obsesioa kenduko balu sikiera
2951,2,bide legalak erabiliz ez dago beste eredu posiblerik erabaki eskubidea
2952,0,bide onetik goaz atzeraldia atzean utzi eta hasi izan hazkundea
2953,2,bide onetik goaz euskal ereduak ondo funzionatzen du
2954,2,bideguren proposamen garbia egin diegu eta baina erantzun ez izan izan garbia edo hobea esanda ez izan izan
2955,1,bideo lotsagarri eta gaiztoen ostean zer apurtuko ditu eta dituen itun guztiak ezta ezta
2956,1,bideo albistegien ostean gu eta gutarrak saioa ikusten zuen
2957,1,bideo independentismoaren gorakada etorri hauteskunde hauetan
2959,0,bideo bilduren bizkaiko zerrendaburuari elkar
2960,2,bideo gazte ekitaldia
2961,2,bideo ez izan guretako galdera izan ea gustatu behar zitzaienei gustatu ote zaien
2962,2,bideo   gipuzkoa zerrendaburuan
2963,1,bideo berretsi egin du legegintzaldi honetarako kadaguako bideratze lan
2964,1,bideo irabaz lituzke hauteskunde eserlekurekin
2965,1,bideo nahiago du twitter berak eta beste batek kudeatzen dute bere kontua
2966,2,bideo sarean haserrea eta nazka eragin duen bere bideo ikusi ez baduzu hona bideo bera eta erreakzioak
2967,0,bideo tranbia erabiltzen du hirian bihar elkar osoa
2968,0,bideo zer liburu du esku artean berria
2969,0,bideo probokatiboa izan behar du gaia mahai gainean jarri
2970,1,bideo agertzen dena egitea merezi luke bideo egileakntoki guztietara sartzea debekatu
2971,2,bideo dio erdaldunen diskriminazioa ezabatuko duela administrazioan nahita ere emaitzekin ezin izango du
2975,2,biengatik euskaldun arruntari ez egotzi holakoak badago hizkuntz kontuetan interesa ez eduki euskaldunik xd
2976,0,bigarren astea basauriko mitin giro bikaina  busket itxaso atutxa eta lehendakari
2977,0,bigarren mailako kultura herri gendea garela argi uzten digute
2978,2,bihar hauteskunde kanpain azken elkar lehendakari gaiarekin zer gald
2979,2,bihar tan ekitaldia durangon eta ekin
2980,1,bihar tan ekitaldia eta ekin durangon
2981,2,bihar aurrera debagoieneko ekitaldi nagusia egin eduki bergaran eta
2982,2,bihar etan agertuko izan boulevard saioan eta desayunostve
2983,1,bihar etan agertuko izan saioan eta
2984,1,bihar abanton grisari kolorea emango diogu gure aukera
2985,2,bihar arratsalde plan ederra karmeleren eta musika zuzenean zatoz
2986,2,bihar azaldu nahi dut non dagoen dirua eta nola sortu lanpostuak euskal herri erdu
2987,0,bihar barakaldon zuen zain egongo gara
2988,1,bihar bazkaria eta eta gero ekitaldia 
2989,0,bihar bergarako plazia herri zoriontsu eta libre baten alde bete behar dogu
2990,1,bihar ezker independentiston indarra erakutsiko eduki herri
2991,1,bihar danok eta martitzenian aukera ederra proposamen entzun
2992,2,bihar donostia eta
2993,1,bihar donostia topaketa eduki hiru emakumeekin eta n
2994,0,bihar donostia topaketa politika aldatzen ari diren hiru emakumeekin eta
2995,1,bihar ekitaldi nivel premium barakaldon eta quim arrufatekin
2996,0,bihar emango du saioa aldaketa nabarmen batekin ez izan agertuko eta bere ordeziriarte egongo izan
2997,2,bihar erandion eskualdeko ekitaldia getxo
2998,1,bihar eta barakaldon izango ditugu hurbildu zaitezte zer gozatzera
2999,2,bihar eta gure hautagaiak ez itzazu galdu
3000,0,bihar eta izango ditugu gkzko auditorioan goiz etan guztiok batera
3001,1,bihar eta kideekin izango garaelkarrekin nafarroa eta euskadi irabaz
3002,1,bihar eta lehio egongo dira ikasle irakasle zein langileekin hitz egitn
3003,1,bihar eta pablo iglesias barakaldon izango ditugu hurbildu zaitezte zer gozatzera
3004,1,bihar eta pablo iglesias barakaldon izango ditugu zer gozatzera
3005,1,bihar eta zallan egongo dira
3006,1,bihar etorri gozo gozo egotera ekitaldira
3007,1,bihar goiz eta izango dira gazte kezkak entzun
3009,1,bihar iraila laudion egongo izan eta kideekin
3010,1,bihar kanpain itxi mitin jaia hizlari ezinhobeak ez galdu olatu berdea
3011,1,bihar lan ordu horretan baina adi egon izan
3012,1,bihar lehen etorri eta galdegin lehendakari
3013,1,bihar lehendakari izango eduki gurean nzein izan zure galdera
3014,1,bihar leioako campusean eta izango dira solasaldian
3015,1,bihar leioatik ere bilbora joateko prest gaude gora
3016,2,bihar markinaxemeinen bertan eta parte hartuko dute
3017,0,bihar zarautzenmaddalen eta miribillan bezain argi eta indartsu aritu dadila
3018,1,bihar mahai informatiboa hurbildu eko proiektua ezagutzera
3019,2,bihar osteguna kartel zoragarria donostia euskadi catalunya arteko topaketa eta eskutik
3020,1,bihar pedro eta donostia egongo dira etan intxaurrondon sagastieder plazan
3021,0,bihar zatoz terditan kontxara errausketaren aurkako gizakatean parte hartzera
3022,2,bihar zatoz aita claret plazara eta ikustera
3023,0,bihar zita duintasunarekinn zuekin gauden putreak
3024,1,bihar planansamartinetako resakia ahaztu eta eta ikustera joan plazaran
3025,1,bihotz botata dagoela garbi ikusten izan emozioz eta inteligentziaz uztarturik zer ona oihana
3027,1,bikain
3028,1,bikain desayunos telebista oso argi zehatz eta ulerkor
3029,2,bikain eta ehn egondako minaz
3030,2,bikain irunen herri mugimendutik herri etorri herri osatutako talde ederra d
3031,1,bikain proiektu sendoa eta aurrera egiteko griñ duela adierazi duzu zorionak
3032,1,bikain nola zalantzan jarri aukerarik onena bozkatu dela gure hautagaiak entzun eta gero
3033,2,bikaina bere bideo gari etxe egin gogoeta
3034,2,bikaina usabiaga lotsagarri
3035,1,bikainak berriz ikusi nahi
3036,1,bilboko areatzan bazkarian indarrak hartzen azken txanparakonn
3037,2,belaunaldi berria etorkizun hobea bat eraiki behar eduki
3038,1,gure lehentasuna izan enplegu gehiago eta hobea lortzea enplegu izan gizarte politikarik eraginkorrena
3039,2,bildu caca
3040,1,bildu eta batera erabaki eskubidearen bidean holan baina
3041,1,bildu santakrutzetan izandako eraso sexista salatzen eduki eta babesa azaldu nahi dieg
3043,1,bildukbilduk zoritxarrez ezingo izan aurkeztuda eta apenas ikusgai dago maddalenenegan zentratu behar dira
3044,2,bildun argi eduki autokudeaketa oinarri euskal herri etxe ezinbestekoak dirangazteok
3045,2,bildun autonomoak b gaude eta nplguaz hitz egitean edo eteaz autonomoak ahaztu
3046,1,bilgunea inuguratuko du gaur errenterian ez galdu
3047,1,bingen eta helduetan euskara ezagutza doakoa izan beharko luke
3048,2,birao eta izen guztiak motz geratzen zaizkizue miserableak
3049,2,bisitan etorri ez baina bere tokia hartu du sopelan lehendakari
3050,2,bitxia danola erasotzen duzue euskara emaitza txar iragartzen dituzten bakoitzeanez dekozue beste argudiorik
3051,1,bitxu hainbeste babesten dozun propaganda besteon errespetu falta salatuz gero
3053,2,bizi baldintza duinen alde euskal estatua eraiki deitu du bilduk 
3054,2,bizi baldintza duinen alde euskal estatua eraiki deitu du bildukn
3055,2,bizi ditugun garaiak ikusita maila handiagoko behar eduki ados
3056,2,bizi kalitatea eta lehiakortasuna bermatu nahi eduki baserriguneetan aukera berdintasuna
3057,1,bizikidetza demokrazia eta garapen sozialean oinarritutako akordio helduko gara
3058,2,bizikidetzaren aurkako diskurtsoa salatun
3059,2,bizikleta martxa lazkaon denon artean nola igandean bozkatu
3060,2,bizikletaz bicycle oinez person_walking edo helikopteroz helicopter igandean bozkatu ehbildun
3061,2,bizitzaren hainbat ataletan herri kontsulta egitea oso garrantzitsua izan rentzat
3063,1,bizkaia egoitzetan greban daude gipuzkoa bilduk dirua jarri zuen diputazioan hitzarmena hobea eta ez dago grebarik
3064,2,bizkaieraz tartetxo bat baturantz itzuli zatitxo bat euskañolez eta listo eleanitza
3066,1,bizkaiko eko hautagai gehiago
3067,2,bizkaiko eko zenbait hautagai rekinn
